Variant;Woonplaats;Woonplaatscode;Gemeente;Gemeente_code;Provincie;Provincie_code;Landsdeel;Landsdeel_code
lieshout;Lieshout;1447;Laarbeek;GM1659;Noord-Brabant;PV30;Zuid-Nederland;LD04
mariahout;Mariahout;1448;Laarbeek;GM1659;Noord-Brabant;PV30;Zuid-Nederland;LD04
landerd;Landerd;;Landerd;GM1685;Noord-Brabant;PV30;Zuid-Nederland;LD04
reek;Reek;1852;Landerd;GM1685;Noord-Brabant;PV30;Zuid-Nederland;LD04
schaijk;Schaijk;1851;Landerd;GM1685;Noord-Brabant;PV30;Zuid-Nederland;LD04
schayk;Schaijk;1851;Landerd;GM1685;Noord-Brabant;PV30;Zuid-Nederland;LD04
zeeland;Zeeland;1850;Landerd;GM1685;Noord-Brabant;PV30;Zuid-Nederland;LD04
landgraaf;Landgraaf;3055;Landgraaf;GM0882;Limburg;PV31;Zuid-Nederland;LD04
den ilp;Den Ilp;1329;Landsmeer;GM0415;Noord-Holland;PV27;West-Nederland;LD03
landsmeer;Landsmeer;1328;Landsmeer;GM0415;Noord-Holland;PV27;West-Nederland;LD03
purmerland;Purmerland;1330;Landsmeer;GM0415;Noord-Holland;PV27;West-Nederland;LD03
broek op langedijk;Broek op Langedijk;1116;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
broek op langedyk;Broek op Langedijk;1116;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
koedijk;Koedijk;1120;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
koedyk;Koedijk;1120;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
langedijk;Langedijk;;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
langedyk;Langedijk;;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
noord-scharwoude;Noord-Scharwoude;1118;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
noord scharwoude;Noord-Scharwoude;1118;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
oudkarspel;Oudkarspel;1119;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
sint pancras;Sint Pancras;1115;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
zuid-scharwoude;Zuid-Scharwoude;1117;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
zuid scharwoude;Zuid-Scharwoude;1117;Langedijk;GM0416;Noord-Holland;PV27;West-Nederland;LD03
bergschenhoek;Bergschenhoek;1688;Lansingerland;GM1621;Zuid-Holland;PV28;West-Nederland;LD03
berkel en rodenrijs;Berkel en Rodenrijs;1687;Lansingerland;GM1621;Zuid-Holland;PV28;West-Nederland;LD03
berkel en rodenrys;Berkel en Rodenrijs;1687;Lansingerland;GM1621;Zuid-Holland;PV28;West-Nederland;LD03
berkel & rodenrijs;Berkel en Rodenrijs;1687;Lansingerland;GM1621;Zuid-Holland;PV28;West-Nederland;LD03
berkel & rodenrys;Berkel en Rodenrijs;1687;Lansingerland;GM1621;Zuid-Holland;PV28;West-Nederland;LD03
berkel&rodenrijs;Berkel en Rodenrijs;1687;Lansingerland;GM1621;Zuid-Holland;PV28;West-Nederland;LD03
berkel&rodenrys;Berkel en Rodenrijs;1687;Lansingerland;GM1621;Zuid-Holland;PV28;West-Nederland;LD03
bleiswijk;Bleiswijk;1689;Lansingerland;GM1621;Zuid-Holland;PV28;West-Nederland;LD03
bleiswyk;Bleiswijk;1689;Lansingerland;GM1621;Zuid-Holland;PV28;West-Nederland;LD03
bleiswijck;Bleiswijk;1689;Lansingerland;GM1621;Zuid-Holland;PV28;West-Nederland;LD03
lansingerland;Lansingerland;;Lansingerland;GM1621;Zuid-Holland;PV28;West-Nederland;LD03
laren;Laren;2890;Laren;GM0417;Noord-Holland;PV27;West-Nederland;LD03
boerakker;Boerakker;2339;Leek;GM0022;Groningen;PV20;Noord-Nederland;LD01
enumatil;Enumatil;2340;Leek;GM0022;Groningen;PV20;Noord-Nederland;LD01
leek;Leek;2341;Leek;GM0022;Groningen;PV20;Noord-Nederland;LD01
lettelbert;Lettelbert;2342;Leek;GM0022;Groningen;PV20;Noord-Nederland;LD01
midwolde;Midwolde;2343;Leek;GM0022;Groningen;PV20;Noord-Nederland;LD01
tolbert;Tolbert;2345;Leek;GM0022;Groningen;PV20;Noord-Nederland;LD01
zevenhuizen;Zevenhuizen;2346;Leek;GM0022;Groningen;PV20;Noord-Nederland;LD01
kedichem;Kedichem;2273;Leerdam;GM0545;Zuid-Holland;PV28;West-Nederland;LD03
leerdam;Leerdam;2271;Leerdam;GM0545;Zuid-Holland;PV28;West-Nederland;LD03
oosterwijk;Oosterwijk;2274;Leerdam;GM0545;Zuid-Holland;PV28;West-Nederland;LD03
oosterwyk;Oosterwijk;2274;Leerdam;GM0545;Zuid-Holland;PV28;West-Nederland;LD03
oosterwijck;Oosterwijk;2274;Leerdam;GM0545;Zuid-Holland;PV28;West-Nederland;LD03
schoonrewoerd;Schoonrewoerd;2272;Leerdam;GM0545;Zuid-Holland;PV28;West-Nederland;LD03
eagum;Eagum;2524;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
friens;Friens;2527;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
goutum;Goutum;3544;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
grou;Grou;3602;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
hempens;Hempens;1202;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
idaerd;Idaerd;2529;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
jirnsum;Jirnsum;2530;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
leeuwarden;Leeuwarden;3615;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
lekkum;Lekkum;1198;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
miedum;Miedum;1199;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
reduzum;Reduzum;2535;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
snakkerburen;Snakkerburen;1200;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
swichum;Swichum;1204;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
teerns;Teerns;1203;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
warstiens;Warstiens;2540;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
warten;Warten;2541;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
wergea;Wergea;2539;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
wirdum;Wirdum;3545;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
wytgaard;Wytgaard;1206;Leeuwarden;GM0080;Friesland;PV21;Noord-Nederland;LD01
alde leie;Alde Leie;3224;Leeuwarderadeel;GM0081;Friesland;PV21;Noord-Nederland;LD01
britsum;Britsum;3225;Leeuwarderadeel;GM0081;Friesland;PV21;Noord-Nederland;LD01
feinsum;Feinsum;3226;Leeuwarderadeel;GM0081;Friesland;PV21;Noord-Nederland;LD01
hijum;Hijum;3227;Leeuwarderadeel;GM0081;Friesland;PV21;Noord-Nederland;LD01
hyum;Hijum;3227;Leeuwarderadeel;GM0081;Friesland;PV21;Noord-Nederland;LD01
jelsum;Jelsum;3228;Leeuwarderadeel;GM0081;Friesland;PV21;Noord-Nederland;LD01
koarnjum;Koarnjum;3229;Leeuwarderadeel;GM0081;Friesland;PV21;Noord-Nederland;LD01
leeuwarderadeel;Leeuwarderadeel;;Leeuwarderadeel;GM0081;Friesland;PV21;Noord-Nederland;LD01
stiens;Stiens;3230;Leeuwarderadeel;GM0081;Friesland;PV21;Noord-Nederland;LD01
leiden;Leiden;2088;Leiden;GM0546;Zuid-Holland;PV28;West-Nederland;LD03
leiderdorp;Leiderdorp;2112;Leiderdorp;GM0547;Zuid-Holland;PV28;West-Nederland;LD03
leidschendam;Leidschendam;1621;Leidschendam-Voorburg;GM1916;Zuid-Holland;PV28;West-Nederland;LD03
leidschendam-voorburg;Leidschendam-Voorburg;;Leidschendam-Voorburg;GM1916;Zuid-Holland;PV28;West-Nederland;LD03
leidschendam voorburg;Leidschendam-Voorburg;;Leidschendam-Voorburg;GM1916;Zuid-Holland;PV28;West-Nederland;LD03
voorburg;Voorburg;1622;Leidschendam-Voorburg;GM1916;Zuid-Holland;PV28;West-Nederland;LD03
lelystad;Lelystad;1051;Lelystad;GM0995;Flevoland;PV24;Oost-Nederland;LD02
baexem;Baexem;2940;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
buggenum;Buggenum;2941;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
ell;Ell;2942;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
grathem;Grathem;2943;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
haelen;Haelen;2944;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
haler;Haler;2945;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
heibloem;Heibloem;2946;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
heythuysen;Heythuysen;2947;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
horn;Horn;2948;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
hunsel;Hunsel;2949;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
ittervoort;Ittervoort;2950;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
kelpen-oler;Kelpen-Oler;2951;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
kelpen oler;Kelpen-Oler;2951;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
leudal;Leudal;;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
neer;Neer;2952;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
neeritter;Neeritter;2953;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
nunhem;Nunhem;2954;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
roggel;Roggel;2955;Leudal;GM1640;Limburg;PV31;Zuid-Nederland;LD04
achterveld;Achterveld;2640;Leusden;GM0327;Utrecht;PV26;West-Nederland;LD03
leusden;Leusden;2638;Leusden;GM0327;Utrecht;PV26;West-Nederland;LD03
stoutenburg;Stoutenburg;2639;Leusden;GM0327;Utrecht;PV26;West-Nederland;LD03
asperen;Asperen;2353;Lingewaal;GM0733;Gelderland;PV25;Oost-Nederland;LD02
herwijnen;Herwijnen;2354;Lingewaal;GM0733;Gelderland;PV25;Oost-Nederland;LD02
herwynen;Herwijnen;2354;Lingewaal;GM0733;Gelderland;PV25;Oost-Nederland;LD02
heukelum;Heukelum;2355;Lingewaal;GM0733;Gelderland;PV25;Oost-Nederland;LD02
lingewaal;Lingewaal;;Lingewaal;GM0733;Gelderland;PV25;Oost-Nederland;LD02
spijk;Spijk;2356;Lingewaal;GM0733;Gelderland;PV25;Oost-Nederland;LD02
spyk;Spijk;2356;Lingewaal;GM0733;Gelderland;PV25;Oost-Nederland;LD02
vuren;Vuren;2357;Lingewaal;GM0733;Gelderland;PV25;Oost-Nederland;LD02
angeren;Angeren;3133;Lingewaard;GM1705;Gelderland;PV25;Oost-Nederland;LD02
bemmel;Bemmel;3131;Lingewaard;GM1705;Gelderland;PV25;Oost-Nederland;LD02
doornenburg;Doornenburg;3134;Lingewaard;GM1705;Gelderland;PV25;Oost-Nederland;LD02
gendt;Gendt;3132;Lingewaard;GM1705;Gelderland;PV25;Oost-Nederland;LD02
haalderen;Haalderen;3136;Lingewaard;GM1705;Gelderland;PV25;Oost-Nederland;LD02
huissen;Huissen;3130;Lingewaard;GM1705;Gelderland;PV25;Oost-Nederland;LD02
lingewaard;Lingewaard;;Lingewaard;GM1705;Gelderland;PV25;Oost-Nederland;LD02
loo gld;Loo Gld;3135;Lingewaard;GM1705;Gelderland;PV25;Oost-Nederland;LD02
ressen;Ressen;3137;Lingewaard;GM1705;Gelderland;PV25;Oost-Nederland;LD02
lisse;Lisse;1466;Lisse;GM0553;Zuid-Holland;PV28;West-Nederland;LD03
baaium;Baaium;2008;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
baard;Baard;2009;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
bears;Bears;2010;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
boazum;Boazum;2011;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
britswert;Britswert;2012;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
easterein;Easterein;2013;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
easterlittens;Easterlittens;2014;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
easterwierrum;Easterwierrum;2015;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
hidaard;Hidaard;2016;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
hilaard;Hilaard;2017;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
hinnaard;Hinnaard;2018;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
húns;Húns;2019;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
hns;Húns;2019;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
huns;Húns;2019;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
iens;Iens;2020;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
itens;Itens;2021;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
jellum;Jellum;2022;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
jorwert;Jorwert;2023;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
kûbaard;Kûbaard;2024;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
kbaard;Kûbaard;2024;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
kubaard;Kûbaard;2024;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
leons;Leons;2025;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
littenseradiel;Littenseradiel;;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
lytsewierrum;Lytsewierrum;2026;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
mantgum;Mantgum;2027;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
reahûs;Reahûs;2028;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
reahs;Reahûs;2028;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
reahus;Reahûs;2028;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
rien;Rien;2029;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
spannum;Spannum;2030;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
waaksens;Waaksens;2031;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
weidum;Weidum;2032;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
winsum;Winsum;2033;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
wiuwert;Wiuwert;2034;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
wjelsryp;Wjelsryp;2035;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
wommels;Wommels;2036;Littenseradiel;GM0140;Friesland;PV21;Noord-Nederland;LD01
almen;Almen;1334;Lochem;GM0262;Gelderland;PV25;Oost-Nederland;LD02
barchem;Barchem;1335;Lochem;GM0262;Gelderland;PV25;Oost-Nederland;LD02
eefde;Eefde;1336;Lochem;GM0262;Gelderland;PV25;Oost-Nederland;LD02
epse;Epse;1337;Lochem;GM0262;Gelderland;PV25;Oost-Nederland;LD02
gorssel;Gorssel;1338;Lochem;GM0262;Gelderland;PV25;Oost-Nederland;LD02
harfsen;Harfsen;1339;Lochem;GM0262;Gelderland;PV25;Oost-Nederland;LD02
joppe;Joppe;1340;Lochem;GM0262;Gelderland;PV25;Oost-Nederland;LD02
kring van dorth;Kring van Dorth;1341;Lochem;GM0262;Gelderland;PV25;Oost-Nederland;LD02
laren;Laren;1342;Lochem;GM0262;Gelderland;PV25;Oost-Nederland;LD02
lochem;Lochem;1343;Lochem;GM0262;Gelderland;PV25;Oost-Nederland;LD02
de moer;De Moer;3054;Loon op Zand;GM0809;Noord-Brabant;PV30;Zuid-Nederland;LD04
kaatsheuvel;Kaatsheuvel;3052;Loon op Zand;GM0809;Noord-Brabant;PV30;Zuid-Nederland;LD04
loon op zand;Loon op Zand;3053;Loon op Zand;GM0809;Noord-Brabant;PV30;Zuid-Nederland;LD04
benschop;Benschop;1958;Lopik;GM0331;Utrecht;PV26;West-Nederland;LD03
jaarsveld;Jaarsveld;1959;Lopik;GM0331;Utrecht;PV26;West-Nederland;LD03
lopik;Lopik;1960;Lopik;GM0331;Utrecht;PV26;West-Nederland;LD03
lopikerkapel;Lopikerkapel;1961;Lopik;GM0331;Utrecht;PV26;West-Nederland;LD03
polsbroek;Polsbroek;1962;Lopik;GM0331;Utrecht;PV26;West-Nederland;LD03
't zandt;'t Zandt;3458;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
t zandt;'t Zandt;3458;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
het zandt;'t Zandt;3458;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
eenum;Eenum;3444;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
garrelsweer;Garrelsweer;3445;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
garsthuizen;Garsthuizen;3446;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
huizinge;Huizinge;3447;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
leermens;Leermens;3448;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
loppersum;Loppersum;3449;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
middelstum;Middelstum;3450;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
oosterwijtwerd;Oosterwijtwerd;3451;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
oosterwytwerd;Oosterwijtwerd;3451;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
stedum;Stedum;3453;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
toornwerd;Toornwerd;3454;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
westeremden;Westeremden;3455;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
westerwijtwerd;Westerwijtwerd;3456;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
westerwytwerd;Westerwijtwerd;3456;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
wirdum gn;Wirdum Gn;3457;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
zeerijp;Zeerijp;3459;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
zeeryp;Zeerijp;3459;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
zijldijk;Zijldijk;3460;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
zyldyk;Zijldijk;3460;Loppersum;GM0024;Groningen;PV20;Noord-Nederland;LD01
beuningen;Beuningen;1711;Losser;GM0168;Overijssel;PV23;Oost-Nederland;LD02
glane;Glane;1712;Losser;GM0168;Overijssel;PV23;Oost-Nederland;LD02
losser;Losser;1713;Losser;GM0168;Overijssel;PV23;Oost-Nederland;LD02
overdinkel;Overdinkel;1715;Losser;GM0168;Overijssel;PV23;Oost-Nederland;LD02
de lutte;de Lutte;1714;Losser;GM0168;Overijssel;PV23;Oost-Nederland;LD02
alem;Alem;1623;Maasdriel;GM0263;Gelderland;PV25;Oost-Nederland;LD02
ammerzoden;Ammerzoden;1624;Maasdriel;GM0263;Gelderland;PV25;Oost-Nederland;LD02
hedel;Hedel;1625;Maasdriel;GM0263;Gelderland;PV25;Oost-Nederland;LD02
heerewaarden;Heerewaarden;1626;Maasdriel;GM0263;Gelderland;PV25;Oost-Nederland;LD02
hoenzadriel;Hoenzadriel;1627;Maasdriel;GM0263;Gelderland;PV25;Oost-Nederland;LD02
hurwenen;Hurwenen;1628;Maasdriel;GM0263;Gelderland;PV25;Oost-Nederland;LD02
kerkdriel;Kerkdriel;1629;Maasdriel;GM0263;Gelderland;PV25;Oost-Nederland;LD02
maasdriel;Maasdriel;;Maasdriel;GM0263;Gelderland;PV25;Oost-Nederland;LD02
rossum;Rossum;1630;Maasdriel;GM0263;Gelderland;PV25;Oost-Nederland;LD02
velddriel;Velddriel;1631;Maasdriel;GM0263;Gelderland;PV25;Oost-Nederland;LD02
well;Well;1632;Maasdriel;GM0263;Gelderland;PV25;Oost-Nederland;LD02
beegden;Beegden;1918;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
heel;Heel;1917;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
linne;Linne;1921;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
maasbracht;Maasbracht;1920;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
maasgouw;Maasgouw;;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
ohé en laak;Ohé en Laak;1923;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
oh en laak;Ohé en Laak;1923;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
ohé & laak;Ohé en Laak;1923;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
oh & laak;Ohé en Laak;1923;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
ohé&laak;Ohé en Laak;1923;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
oh&laak;Ohé en Laak;1923;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
ohe en laak;Ohé en Laak;1923;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
ohe & laak;Ohé en Laak;1923;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
ohe&laak;Ohé en Laak;1923;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
stevensweert;Stevensweert;1922;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
thorn;Thorn;1916;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
wessem;Wessem;1919;Maasgouw;GM1641;Limburg;PV31;Zuid-Nederland;LD04
maassluis;Maassluis;1069;Maassluis;GM0556;Zuid-Holland;PV28;West-Nederland;LD03
maastricht;Maastricht;1406;Maastricht;GM0935;Limburg;PV31;Zuid-Nederland;LD04
de wilp;De Wilp;2260;Marum;GM0025;Groningen;PV20;Noord-Nederland;LD01
jonkersvaart;Jonkersvaart;2261;Marum;GM0025;Groningen;PV20;Noord-Nederland;LD01
lucaswolde;Lucaswolde;2262;Marum;GM0025;Groningen;PV20;Noord-Nederland;LD01
marum;Marum;2263;Marum;GM0025;Groningen;PV20;Noord-Nederland;LD01
niebert;Niebert;2264;Marum;GM0025;Groningen;PV20;Noord-Nederland;LD01
noordwijk;Noordwijk;2265;Marum;GM0025;Groningen;PV20;Noord-Nederland;LD01
noordwyk;Noordwijk;2265;Marum;GM0025;Groningen;PV20;Noord-Nederland;LD01
noordwijck;Noordwijk;2265;Marum;GM0025;Groningen;PV20;Noord-Nederland;LD01
nuis;Nuis;2266;Marum;GM0025;Groningen;PV20;Noord-Nederland;LD01
abbekerk;Abbekerk;3147;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
andijk;Andijk;1053;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
andyk;Andijk;1053;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
benningbroek;Benningbroek;3148;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
hauwert;Hauwert;3566;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
lambertschaag;Lambertschaag;3150;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
medemblik;Medemblik;3151;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
midwoud;Midwoud;3152;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
nibbixwoud;Nibbixwoud;3153;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
oostwoud;Oostwoud;3567;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
opperdoes;Opperdoes;3155;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
sijbekarspel;Sijbekarspel;3156;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
sybekarspel;Sijbekarspel;3156;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
twisk;Twisk;3157;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
wervershoof;Wervershoof;3565;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
wognum;Wognum;3158;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
zwaagdijk-oost;Zwaagdijk-Oost;1107;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
zwaagdyk-oost;Zwaagdijk-Oost;1107;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
zwaagdijk oost;Zwaagdijk-Oost;1107;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
zwaagdyk oost;Zwaagdijk-Oost;1107;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
zwaagdijk-west;Zwaagdijk-West;3159;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
zwaagdyk-west;Zwaagdijk-West;3159;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
zwaagdijk west;Zwaagdijk-West;3159;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
zwaagdyk west;Zwaagdijk-West;3159;Medemblik;GM0420;Noord-Holland;PV27;West-Nederland;LD03
bunde;Bunde;1461;Meerssen;GM0938;Limburg;PV31;Zuid-Nederland;LD04
geulle;Geulle;1462;Meerssen;GM0938;Limburg;PV31;Zuid-Nederland;LD04
meerssen;Meerssen;1463;Meerssen;GM0938;Limburg;PV31;Zuid-Nederland;LD04
moorveld;Moorveld;1464;Meerssen;GM0938;Limburg;PV31;Zuid-Nederland;LD04
ulestraten;Ulestraten;1465;Meerssen;GM0938;Limburg;PV31;Zuid-Nederland;LD04
berltsum;Berltsum;2724;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
bitgum;Bitgum;2722;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
bitgummole;Bitgummole;2723;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
blessum;Blessum;2725;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
boksum;Boksum;2726;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
deinum;Deinum;2727;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
dronryp;Dronryp;2729;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
ingelum;Ingelum;2728;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
marsum;Marsum;2730;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
menaam;Menaam;2731;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
